Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Wheels-off time,Taxi-Out time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
UA,10/22/2022,1565,N424UA,IAD,6:00,6:10,77,104,10,7:02,52,10,0,27,0,0
UA,10/22/2022,1646,N833UA,DEN,16:04,15:56,238,224,-8,16:05,9,0,0,0,0,0
UA,10/22/2022,2649,N895UA,ORD,17:50,17:47,125,114,-3,17:58,11,0,0,0,0,0
UA,10/22/2022,2661,N895UA,ORD,6:00,5:49,128,113,-11,6:00,11,0,0,0,0,0
UA,10/23/2019,2288,N24706,ORD,13:00,12:54,125,119,-6,13:03,9,0,0,0,0,0
UA,10/23/2019,2391,N26210,ORD,7:30,7:18,142,143,-12,7:55,37,0,0,0,0,0
UA,10/23/2021,1835,N15710,IAD,6:00,5:56,76,65,-4,6:06,10,0,0,0,0,0
UA,10/23/2021,2267,N449UA,ORD,6:55,6:47,135,113,-8,6:57,10,0,0,0,0,0
UA,10/23/2022,1565,N892UA,IAD,6:00,5:55,77,75,-5,6:08,13,0,0,0,0,0
UA,10/23/2022,1646,N889UA,DEN,16:04,16:03,238,249,-1,16:13,10,0,0,0,0,0
UA,10/23/2022,2649,N816UA,ORD,17:45,17:43,125,137,-2,17:53,10,0,0,0,0,0
UA,10/23/2022,2661,N834UA,ORD,6:45,6:45,130,122,0,6:59,14,0,0,0,0,0
UA,10/24/2019,2391,N77539,ORD,7:30,7:20,142,127,-10,7:33,13,0,0,0,0,0
UA,10/24/2021,1835,N39728,IAD,6:00,6:00,76,75,0,6:13,13,0,0,0,0,0
UA,10/24/2021,2267,N470UA,ORD,6:55,6:57,135,137,2,7:07,10,0,0,0,0,0
UA,10/24/2022,1565,N878UA,IAD,6:00,5:53,77,82,-7,6:05,12,0,0,0,0,0
UA,10/24/2022,1646,N896UA,DEN,16:04,15:53,238,255,-11,16:03,10,0,0,0,0,0
UA,10/24/2022,2649,N805UA,ORD,17:45,17:44,125,133,-1,17:54,10,0,0,0,0,0
UA,10/24/2022,2661,N851UA,ORD,6:45,6:39,130,130,-6,6:53,14,0,0,0,0,0
UA,10/25/2019,2391,N24224,ORD,7:30,7:17,142,135,-13,7:33,16,0,0,0,0,0
UA,10/25/2021,1835,N37464,IAD,6:00,5:59,76,75,-1,6:19,20,0,0,0,0,0
UA,10/25/2021,2267,N470UA,ORD,6:55,10:34,135,120,219,10:52,18,0,0,204,0,0
UA,10/25/2022,1565,N831UA,IAD,6:00,5:47,77,75,-13,6:03,16,0,0,0,0,0
UA,10/25/2022,1646,N826UA,DEN,16:04,16:53,238,219,49,17:05,12,0,0,30,0,0
UA,10/25/2022,2649,N845UA,ORD,17:45,18:05,125,115,20,18:12,7,0,0,0,0,0
UA,10/25/2022,2661,N848UA,ORD,6:45,6:35,130,130,-10,6:52,17,0,0,0,0,0
UA,10/26/2019,716,N18220,ORD,7:30,7:21,142,124,-9,7:30,9,0,0,0,0,0
UA,10/26/2021,2267,N407UA,ORD,6:55,6:58,135,134,3,7:23,25,0,0,0,0,0
UA,10/26/2022,1565,N873UA,IAD,6:00,5:55,77,96,-5,6:30,35,0,0,0,0,0
UA,10/26/2022,1646,N843UA,DEN,16:04,15:51,238,229,-13,16:00,9,0,0,0,0,0
UA,10/26/2022,2649,N830UA,ORD,17:45,17:45,125,130,0,18:05,20,0,0,0,0,0
UA,10/26/2022,2661,N890UA,ORD,6:45,6:41,130,103,-4,6:52,11,0,0,0,0,0
UA,10/27/2019,2288,N802UA,ORD,15:45,15:42,133,116,-3,15:54,12,0,0,0,0,0
UA,10/27/2021,2267,N489UA,ORD,6:55,6:55,135,119,0,7:04,9,0,0,0,0,0
UA,10/27/2022,1565,N845UA,IAD,6:00,5:51,77,76,-9,6:06,15,0,0,0,0,0
UA,10/27/2022,1646,N852UA,DEN,16:04,16:03,238,229,-1,16:13,10,0,0,0,0,0
UA,10/27/2022,2649,N803UA,ORD,17:45,17:35,125,139,-10,17:44,9,0,0,0,0,0
UA,10/27/2022,2661,N805UA,ORD,6:45,6:35,130,124,-10,6:52,17,0,0,0,0,0
UA,10/28/2019,716,N832UA,ORD,7:30,7:20,151,116,-10,7:30,10,0,0,0,0,0
UA,10/28/2019,2288,N482UA,ORD,15:45,15:38,133,128,-7,15:54,16,0,0,0,0,0
UA,10/28/2021,2267,N489UA,ORD,6:55,6:48,135,127,-7,7:01,13,0,0,0,0,0
UA,10/28/2022,1565,N813UA,IAD,6:00,7:26,77,108,86,8:09,43,86,0,31,0,0
UA,10/28/2022,1646,N408UA,DEN,16:04,16:48,238,209,44,17:02,14,0,0,0,0,15
UA,10/28/2022,1822,N37470,EWR,20:03,19:47,74,95,-16,20:26,39,0,0,0,0,0
UA,10/28/2022,2649,N829UA,ORD,17:45,18:10,125,116,25,18:24,14,16,0,0,0,0
UA,10/28/2022,2661,N830UA,ORD,6:45,6:41,130,144,-4,7:12,31,0,0,0,0,0
UA,10/29/2019,716,N468UA,ORD,7:30,7:20,151,117,-10,7:31,11,0,0,0,0,0
UA,10/29/2019,1658,N876UA,ORD,15:45,15:50,133,122,5,16:01,11,0,0,0,0,0
UA,10/29/2021,2267,N401UA,ORD,6:55,6:51,135,124,-4,7:04,13,0,0,0,0,0
UA,10/29/2022,1565,N845UA,IAD,6:00,5:54,77,83,-6,6:20,26,0,0,0,0,0
UA,10/29/2022,1646,N836UA,DEN,16:04,15:59,238,218,-5,16:08,9,0,0,0,0,0
UA,10/29/2022,2649,N829UA,ORD,17:45,17:44,125,123,-1,17:55,11,0,0,0,0,0
UA,10/29/2022,2661,N882UA,ORD,6:45,6:39,130,141,-6,7:26,47,0,0,0,0,0
UA,10/30/2019,716,N801UA,ORD,7:30,7:14,151,154,-16,7:27,13,0,0,0,0,0
UA,10/30/2021,1835,N33209,IAD,6:00,10:21,76,73,261,10:35,14,258,0,0,0,0
UA,10/30/2021,2267,N473UA,ORD,6:55,7:07,135,119,12,7:19,12,0,0,0,0,0
UA,10/30/2022,720,N825UA,DEN,15:51,15:48,251,243,-3,16:03,15,0,0,0,0,0
UA,10/30/2022,2661,N447UA,ORD,6:30,6:28,140,132,-2,6:48,20,0,0,0,0,0
UA,10/31/2019,219,N890UA,ORD,7:30,8:33,151,146,63,8:46,13,0,0,58,0,0
UA,10/31/2021,2295,N465UA,ORD,6:45,6:45,136,112,0,6:57,12,0,0,0,0,0
UA,10/31/2022,720,N873UA,DEN,15:51,16:00,251,232,9,16:08,8,0,0,0,0,0
UA,10/31/2022,2661,N438UA,ORD,6:30,6:25,140,138,-5,6:36,11,0,0,0,0,0
UA,11/1/2019,716,N801UA,ORD,15:45,15:40,133,123,-5,15:54,14,0,0,0,0,0
UA,11/1/2021,2295,N831UA,ORD,6:45,6:48,136,127,3,6:59,11,0,0,0,0,0
UA,11/1/2022,720,N809UA,DEN,15:51,15:46,251,218,-5,15:56,10,0,0,0,0,0
UA,11/1/2022,2661,N422UA,ORD,6:30,6:20,140,128,-10,6:31,11,0,0,0,0,0
UA,11/2/2019,716,N801UA,ORD,7:30,7:24,151,125,-6,7:38,14,0,0,0,0,0
UA,11/2/2021,2295,N455UA,ORD,6:45,13:38,136,127,413,14:02,24,0,0,0,0,404
UA,11/2/2022,720,N4901U,DEN,15:51,16:59,251,210,68,17:13,14,0,0,0,0,27
UA,11/2/2022,2661,N464UA,ORD,6:30,6:20,140,117,-10,6:31,11,0,0,0,0,0
UA,11/3/2019,716,N401UA,ORD,15:45,15:42,133,130,-3,15:55,13,0,0,0,0,0
UA,11/3/2021,2295,N874UA,ORD,6:45,6:41,136,114,-4,6:51,10,0,0,0,0,0
UA,11/3/2022,720,N4888U,DEN,15:51,17:36,251,243,105,17:49,13,0,0,0,0,97
UA,11/3/2022,2661,N449UA,ORD,6:30,6:28,140,119,-2,6:42,14,0,0,0,0,0
UA,11/4/2019,716,N876UA,ORD,7:30,7:17,151,127,-13,7:27,10,0,0,0,0,0
UA,11/4/2019,2288,N889UA,ORD,15:45,15:55,133,126,10,16:14,19,0,0,0,0,0
UA,11/4/2021,2295,N878UA,ORD,6:45,6:37,136,143,-8,7:16,39,0,0,0,0,0
UA,11/4/2022,720,N843UA,DEN,15:51,15:43,251,233,-8,15:54,11,0,0,0,0,0
UA,11/4/2022,2661,N449UA,ORD,6:30,6:29,140,128,-1,6:49,20,0,0,0,0,0
UA,11/5/2019,716,N4888U,ORD,7:30,7:25,151,120,-5,7:34,9,0,0,0,0,0
UA,11/5/2019,1658,N819UA,ORD,15:45,15:30,133,116,-15,15:42,12,0,0,0,0,0
UA,11/5/2021,2295,N876UA,ORD,6:45,6:37,136,120,-8,6:54,17,0,0,0,0,0
UA,11/5/2022,720,N843UA,DEN,15:51,16:01,251,242,10,16:13,12,0,0,0,0,0
UA,11/5/2022,2661,N449UA,ORD,6:30,6:26,140,137,-4,6:59,33,0,0,0,0,0
UA,11/6/2019,716,N832UA,ORD,7:30,7:24,151,127,-6,7:33,9,0,0,0,0,0
UA,11/6/2019,2288,N812UA,ORD,15:45,16:55,133,137,70,17:04,9,0,0,4,0,70
UA,11/6/2021,2295,N876UA,ORD,6:45,7:05,136,130,20,7:35,30,0,0,0,0,0
UA,11/6/2022,720,N811UA,DEN,15:51,15:54,251,259,3,16:14,20,0,0,0,0,0
UA,11/6/2022,2661,N451UA,ORD,6:30,6:36,140,126,6,6:49,13,0,0,0,0,0
UA,11/7/2019,716,N805UA,ORD,7:30,7:24,151,147,-6,7:50,26,0,0,0,0,0
UA,11/7/2019,2288,N816UA,ORD,15:45,15:40,133,155,-5,16:24,44,0,0,17,0,0
UA,11/7/2021,2295,N889UA,ORD,6:45,7:20,136,126,35,7:50,30,25,0,0,0,0
UA,11/7/2022,720,N850UA,DEN,15:51,16:00,251,235,9,16:10,10,0,0,0,0,0
UA,11/7/2022,2661,N421UA,ORD,6:30,6:24,140,127,-6,6:33,9,0,0,0,0,0
UA,11/8/2019,716,N441UA,ORD,7:30,7:18,151,168,-12,8:15,57,0,0,0,0,0
UA,11/8/2019,2288,N848UA,ORD,15:45,15:34,133,107,-11,15:43,9,0,0,0,0,0
UA,11/8/2021,2295,N871UA,ORD,6:45,6:42,136,117,-3,6:52,10,0,0,0,0,0
UA,11/8/2022,720,N835UA,DEN,15:51,15:43,251,260,-8,15:51,8,0,0,0,0,0
UA,11/8/2022,2661,N451UA,ORD,6:30,6:17,140,131,-13,6:29,12,0,0,0,0,0
UA,11/9/2019,716,N808UA,ORD,7:30,7:19,151,113,-11,7:32,13,0,0,0,0,0
UA,11/9/2021,2295,N463UA,ORD,6:45,6:51,136,133,6,7:03,12,0,0,0,0,0
UA,11/9/2022,720,N843UA,DEN,15:51,16:01,251,232,10,16:14,13,0,0,0,0,0
UA,11/9/2022,2661,N458UA,ORD,6:30,6:27,140,142,-3,7:11,44,0,0,0,0,0
UA,11/10/2019,716,N842UA,ORD,15:45,16:56,133,142,71,17:05,9,0,0,9,0,71
UA,11/10/2021,2295,N844UA,ORD,6:45,6:37,136,126,-8,6:47,10,0,0,0,0,0
UA,11/10/2022,720,N845UA,DEN,15:51,15:53,251,243,2,16:03,10,0,0,0,0,0
UA,11/10/2022,2661,N408UA,ORD,6:30,6:29,140,132,-1,6:53,24,0,0,0,0,0
UA,11/11/2019,716,N409UA,ORD,7:30,12:32,151,163,302,13:02,30,0,0,314,0,0
UA,11/11/2019,2288,,ORD,15:45,0:00,133,0,0,0:00,0,0,0,0,0,0
UA,11/11/2021,2295,N420UA,ORD,6:45,8:50,136,123,125,9:02,12,112,0,0,0,0
UA,11/11/2022,720,N895UA,DEN,15:51,15:58,251,232,7,16:13,15,0,0,0,0,0
UA,11/11/2022,2661,N489UA,ORD,6:30,6:26,140,124,-4,6:35,9,0,0,0,0,0
UA,11/12/2019,716,N823UA,ORD,7:30,7:49,151,183,19,8:57,68,0,19,32,0,0
UA,11/12/2019,1658,N837UA,ORD,15:45,15:41,133,120,-4,15:56,15,0,0,0,0,0
UA,11/12/2021,2295,N880UA,ORD,6:45,6:37,136,124,-8,6:52,15,0,0,0,0,0
UA,11/12/2022,720,N804UA,DEN,15:51,15:52,251,233,1,16:03,11,0,0,0,0,0
UA,11/12/2022,2661,N484UA,ORD,6:30,6:21,140,122,-9,6:34,13,0,0,0,0,0
UA,11/13/2019,716,N822UA,ORD,7:30,7:21,151,139,-9,7:48,27,0,0,0,0,0
UA,11/13/2019,2288,N825UA,ORD,15:45,15:39,133,124,-6,15:50,11,0,0,0,0,0
UA,11/13/2021,2295,N880UA,ORD,6:45,6:39,136,123,-6,6:50,11,0,0,0,0,0
UA,11/13/2022,720,N898UA,DEN,15:51,15:53,251,240,2,16:04,11,0,0,0,0,0
UA,11/13/2022,2661,N35271,ORD,6:30,6:27,139,129,-3,6:45,18,0,0,0,0,0
UA,11/14/2019,716,N893UA,ORD,7:30,7:37,151,130,7,7:59,22,0,0,0,0,0
UA,11/14/2019,2288,N487UA,ORD,15:45,15:35,133,106,-10,15:44,9,0,0,0,0,0
UA,11/14/2021,2295,N882UA,ORD,6:45,6:48,136,131,3,7:00,12,0,0,0,0,0
UA,11/14/2022,720,N838UA,DEN,15:51,15:46,251,258,-5,15:56,10,0,0,0,0,0
UA,11/14/2022,2661,N890UA,ORD,6:30,6:30,140,149,0,7:06,36,0,0,0,0,0
UA,11/15/2019,716,N816UA,ORD,7:30,7:17,151,115,-13,7:26,9,0,0,0,0,0
UA,11/15/2019,2288,,ORD,15:45,0:00,133,0,0,0:00,0,0,0,0,0,0
UA,11/15/2021,2295,N873UA,ORD,6:45,6:44,136,111,-1,6:54,10,0,0,0,0,0
UA,11/15/2022,720,N838UA,DEN,15:51,15:45,251,219,-6,15:54,9,0,0,0,0,0
UA,11/15/2022,2661,N831UA,ORD,6:30,6:25,140,144,-5,6:37,12,0,0,0,0,0
UA,11/16/2019,716,N836UA,ORD,7:45,7:42,151,119,-3,7:51,9,0,0,0,0,0
UA,11/16/2021,2295,N828UA,ORD,6:45,6:38,136,176,-7,7:35,57,0,0,33,0,0
UA,11/16/2022,720,N811UA,DEN,15:51,16:36,251,217,45,16:45,9,0,0,0,0,0
UA,11/16/2022,2661,N876UA,ORD,6:30,6:25,140,179,-5,7:34,69,0,0,34,0,0
UA,11/17/2019,716,N832UA,ORD,15:45,15:39,133,118,-6,15:50,11,0,0,0,0,0
UA,11/17/2021,2295,N819UA,ORD,6:45,6:49,136,135,4,7:12,23,0,0,0,0,0
UA,11/17/2022,720,N878UA,DEN,15:51,16:53,251,256,62,17:06,13,6,0,5,0,56
UA,11/17/2022,2661,N840UA,ORD,6:30,6:25,140,136,-5,6:56,31,0,0,0,0,0
UA,11/18/2019,716,N802UA,ORD,7:30,7:21,151,113,-9,7:32,11,0,0,0,0,0
UA,11/18/2019,2288,N845UA,ORD,15:45,15:33,133,108,-12,15:44,11,0,0,0,0,0
UA,11/18/2021,2295,N819UA,ORD,6:45,6:38,136,145,-7,7:02,24,0,0,0,0,0
UA,11/18/2022,720,N814UA,DEN,15:51,16:06,251,235,15,16:15,9,0,0,0,0,0
UA,11/18/2022,2661,N829UA,ORD,6:30,6:31,140,160,1,7:14,43,0,0,21,0,0
UA,11/19/2019,716,N806UA,ORD,7:30,7:22,151,111,-8,7:32,10,0,0,0,0,0
UA,11/19/2019,1658,N890UA,ORD,15:45,15:36,133,104,-9,15:50,14,0,0,0,0,0
UA,11/19/2021,2295,N847UA,ORD,6:45,6:51,136,144,6,7:35,44,0,0,0,0,0
UA,11/19/2022,720,N896UA,DEN,15:51,16:11,251,227,20,16:22,11,0,0,0,0,0
UA,11/19/2022,2661,N821UA,ORD,6:28,6:21,140,133,-7,6:34,13,0,0,0,0,0
UA,11/20/2019,716,N824UA,ORD,7:30,7:22,151,114,-8,7:33,11,0,0,0,0,0
UA,11/20/2019,2288,N818UA,ORD,15:45,15:31,133,114,-14,15:46,15,0,0,0,0,0
UA,11/20/2021,2295,N891UA,ORD,6:45,6:45,136,138,0,7:16,31,0,0,0,0,0
UA,11/20/2022,720,N814UA,DEN,15:51,15:42,251,233,-9,15:56,14,0,0,0,0,0
UA,11/20/2022,2661,N462UA,ORD,6:30,6:28,140,120,-2,6:39,11,0,0,0,0,0
UA,11/21/2019,716,N818UA,ORD,7:30,7:27,151,122,-3,7:38,11,0,0,0,0,0
UA,11/21/2019,2288,N827UA,ORD,15:45,15:33,133,124,-12,15:49,16,0,0,0,0,0
UA,11/21/2021,2295,N891UA,ORD,6:45,6:49,136,116,4,6:58,9,0,0,0,0,0
UA,11/21/2022,720,N877UA,DEN,15:51,15:42,251,228,-9,15:51,9,0,0,0,0,0
UA,11/21/2022,2661,N804UA,ORD,6:30,6:41,140,145,11,7:23,42,11,0,5,0,0
UA,11/22/2019,716,N817UA,ORD,7:30,7:24,151,129,-6,7:35,11,0,0,0,0,0
UA,11/22/2019,2288,N820UA,ORD,15:45,16:09,133,119,24,16:33,24,0,0,0,0,0
UA,11/22/2021,2295,N846UA,ORD,6:45,6:43,136,122,-2,6:57,14,0,0,0,0,0
UA,11/22/2022,720,N841UA,DEN,15:51,16:04,251,233,13,16:18,14,0,0,0,0,0
UA,11/22/2022,2661,N822UA,ORD,6:30,6:20,140,135,-10,6:46,26,0,0,0,0,0
UA,11/23/2019,716,N895UA,ORD,7:30,7:50,151,128,20,8:03,13,0,0,0,0,0
UA,11/23/2021,2295,N419UA,ORD,6:45,7:15,136,154,30,8:11,56,0,30,18,0,0
UA,11/23/2022,720,N836UA,DEN,15:51,15:53,251,229,2,16:04,11,0,0,0,0,0
UA,11/23/2022,2661,N833UA,ORD,6:30,6:22,140,117,-8,6:34,12,0,0,0,0,0
UA,11/24/2019,716,N410UA,ORD,15:45,15:37,133,104,-8,15:47,10,0,0,0,0,0
UA,11/24/2021,2295,N810UA,ORD,6:45,6:52,136,142,7,7:26,34,0,0,0,0,0
UA,11/24/2022,2661,N830UA,ORD,6:30,6:22,140,150,-8,7:07,45,0,0,0,0,0
UA,11/25/2019,716,N410UA,ORD,7:30,7:35,151,126,5,7:55,20,0,0,0,0,0
UA,11/25/2019,843,N850UA,ORD,15:45,15:46,133,113,1,15:55,9,0,0,0,0,0
UA,11/25/2021,2295,N810UA,ORD,6:45,6:40,136,128,-5,6:50,10,0,0,0,0,0
UA,11/25/2022,537,N890UA,ORD,8:45,8:37,138,120,-8,8:52,15,0,0,0,0,0
UA,11/25/2022,720,N848UA,DEN,15:51,16:05,251,221,14,16:17,12,0,0,0,0,0
UA,11/26/2019,716,N855UA,ORD,7:30,7:20,151,137,-10,7:30,10,0,0,0,0,0
UA,11/26/2019,2288,N824UA,ORD,15:45,15:42,133,132,-3,15:56,14,0,0,0,0,0
UA,11/26/2021,2295,N54711,ORD,6:45,6:45,136,116,0,6:56,11,0,0,0,0,0
UA,11/26/2022,720,N848UA,DEN,15:51,15:48,251,238,-3,15:59,11,0,0,0,0,0
UA,11/26/2022,2661,N489UA,ORD,6:30,6:21,140,117,-9,6:35,14,0,0,0,0,0
UA,11/27/2019,716,N804UA,ORD,7:30,7:21,151,129,-9,7:32,11,0,0,0,0,0
UA,11/27/2019,2288,N490UA,ORD,15:45,15:55,133,121,10,16:03,8,0,0,0,0,0
UA,11/27/2021,2272,N853UA,ORD,22:00,21:54,132,111,-6,22:03,9,0,0,0,0,0
UA,11/27/2021,2295,N897UA,ORD,6:45,6:47,136,143,2,7:28,41,0,0,0,0,0
UA,11/27/2022,720,N881UA,DEN,15:51,15:50,251,244,-1,16:03,13,0,0,0,0,0
UA,11/27/2022,1783,N802UA,ORD,21:45,21:35,133,112,-10,21:45,10,0,0,0,0,0
UA,11/27/2022,2661,N492UA,ORD,6:30,6:28,140,144,-2,6:51,23,0,0,0,0,0
UA,11/28/2019,716,N418UA,ORD,7:30,7:20,151,136,-10,7:40,20,0,0,0,0,0
UA,11/28/2021,2272,N877UA,ORD,22:00,22:03,132,130,3,22:36,33,0,0,0,0,0
UA,11/28/2021,2295,N853UA,ORD,6:45,11:39,136,131,294,12:11,32,289,0,0,0,0
UA,11/28/2021,2442,N13750,EWR,5:45,5:43,88,91,-2,5:58,15,0,0,0,0,0
UA,11/28/2022,720,N881UA,DEN,15:51,16:02,251,240,11,16:15,13,0,0,0,0,0
UA,11/28/2022,2661,N489UA,ORD,6:30,6:12,140,121,-18,6:24,12,0,0,0,0,0
UA,11/29/2021,2295,N877UA,ORD,6:26,6:30,136,145,4,7:08,38,0,0,0,0,0
UA,11/29/2022,720,N845UA,DEN,15:51,16:00,251,247,9,16:12,12,0,0,0,0,0
UA,11/29/2022,2661,N892UA,ORD,6:30,6:19,140,140,-11,6:35,16,0,0,0,0,0
UA,11/30/2019,2288,N69839,ORD,22:12,23:37,133,127,85,23:53,16,3,0,0,0,76
UA,11/30/2021,2295,N816UA,ORD,6:45,6:43,136,130,-2,6:59,16,0,0,0,0,0
UA,11/30/2022,437,N877UA,DEN,15:51,15:58,251,245,7,16:09,11,0,0,0,0,0
UA,11/30/2022,1230,N830UA,EWR,6:02,5:55,83,69,-7,6:12,17,0,0,0,0,0
UA,12/1/2019,558,,ORD,15:45,0:00,133,0,0,0:00,0,0,0,0,0,0
UA,12/1/2019,716,N840UA,ORD,7:30,7:25,151,125,-5,7:37,12,0,0,0,0,0
UA,12/1/2019,1627,N465UA,EWR,6:00,6:13,83,80,13,6:48,35,0,0,0,0,0
UA,12/1/2019,2288,N825UA,ORD,22:00,22:22,133,137,22,23:20,58,0,22,4,0,0
UA,12/1/2021,2295,N4901U,ORD,6:45,6:37,136,139,-8,6:50,13,0,0,0,0,0
UA,12/1/2022,437,N818UA,DEN,15:51,15:40,251,256,-11,15:53,13,0,0,0,0,0
UA,12/1/2022,1230,N438UA,EWR,6:02,5:58,83,58,-4,6:07,9,0,0,0,0,0
UA,12/1/2022,2661,N814UA,ORD,6:30,6:22,140,139,-8,6:42,20,0,0,0,0,0
UA,12/2/2019,716,N815UA,ORD,7:30,7:31,151,178,1,8:56,85,0,0,28,0,0
UA,12/2/2019,2288,N806UA,ORD,15:45,15:56,133,133,11,16:44,48,0,0,0,0,0
UA,12/2/2021,2295,N877UA,ORD,6:45,6:43,136,121,-2,6:54,11,0,0,0,0,0
UA,12/2/2022,437,N818UA,DEN,15:51,15:44,251,251,-7,15:55,11,0,0,0,0,0
UA,12/2/2022,1230,N435UA,EWR,6:02,5:54,83,71,-8,6:06,12,0,0,0,0,0
UA,12/2/2022,2661,N837UA,ORD,6:30,6:27,140,142,-3,7:04,37,0,0,0,0,0
UA,12/3/2019,716,N806UA,ORD,7:30,7:37,151,136,7,8:10,33,0,0,0,0,0
UA,12/3/2019,1658,N815UA,ORD,15:40,15:36,133,119,-4,15:50,14,0,0,0,0,0
UA,12/3/2021,2295,N873UA,ORD,6:45,6:40,136,160,-5,7:10,30,0,0,19,0,0
UA,12/3/2022,437,N840UA,DEN,15:51,15:50,251,249,-1,16:00,10,0,0,0,0,0
UA,12/3/2022,2661,N850UA,ORD,6:30,6:25,140,126,-5,6:35,10,0,0,0,0,0
UA,12/4/2019,716,N889UA,ORD,7:05,7:07,151,146,2,7:50,43,0,0,0,0,0
UA,12/4/2021,2295,N821UA,ORD,6:45,6:43,136,145,-2,7:13,30,0,0,0,0,0
UA,12/4/2022,437,N840UA,DEN,15:51,15:40,251,254,-11,15:52,12,0,0,0,0,0
UA,12/4/2022,1230,N838UA,EWR,6:02,5:55,85,73,-7,6:09,14,0,0,0,0,0
UA,12/4/2022,2661,N851UA,ORD,6:30,6:25,140,137,-5,6:43,18,0,0,0,0,0
UA,12/5/2019,716,N840UA,ORD,7:05,6:53,151,141,-12,7:38,45,0,0,0,0,0
UA,12/5/2021,2295,N852UA,ORD,6:45,6:56,136,139,11,7:09,13,0,0,0,0,0
UA,12/5/2022,437,N840UA,DEN,15:51,15:57,251,248,6,16:11,14,0,0,0,0,0
UA,12/5/2022,1230,N896UA,EWR,6:02,5:51,83,64,-11,6:03,12,0,0,0,0,0
UA,12/5/2022,2661,N807UA,ORD,6:30,6:25,140,154,-5,7:08,43,0,0,0,0,0
UA,12/6/2019,716,N842UA,ORD,7:05,6:53,151,129,-12,7:14,21,0,0,0,0,0
UA,12/6/2021,2295,N893UA,ORD,6:45,6:49,136,133,4,7:02,13,0,0,0,0,0
UA,12/6/2022,437,N875UA,DEN,15:51,15:50,251,247,-1,16:01,11,0,0,0,0,0
UA,12/6/2022,1230,N894UA,EWR,6:02,5:51,83,88,-11,6:04,13,0,0,0,0,0
UA,12/6/2022,2661,N452UA,ORD,6:30,6:19,140,142,-11,6:36,17,0,0,0,0,0
UA,12/7/2019,716,N69816,ORD,7:05,7:01,151,150,-4,7:49,48,0,0,0,0,0
UA,12/7/2021,2295,N845UA,ORD,6:45,6:37,136,160,-8,7:25,48,0,0,16,0,0
UA,12/7/2022,437,N820UA,DEN,15:51,15:46,251,259,-5,15:55,9,0,0,0,0,0
UA,12/7/2022,2661,N463UA,ORD,6:30,6:23,140,140,-7,6:34,11,0,0,0,0,0
UA,12/8/2019,716,N45440,ORD,7:05,7:00,151,145,-5,7:35,35,0,0,0,0,0
UA,12/8/2021,2295,N847UA,ORD,6:45,7:31,136,152,46,8:14,43,46,0,16,0,0
UA,12/8/2022,437,N823UA,DEN,15:51,17:58,251,244,127,18:26,28,85,0,0,0,35
UA,12/8/2022,1230,N802UA,EWR,6:02,5:54,83,77,-8,6:10,16,0,0,0,0,0
UA,12/8/2022,2661,N840UA,ORD,6:30,6:25,140,145,-5,6:35,10,0,0,0,0,0
UA,12/9/2018,228,N468UA,ORD,10:30,11:14,136,127,44,11:24,10,35,0,0,0,0
UA,12/9/2019,716,N853UA,ORD,7:05,6:54,151,141,-11,7:06,12,0,0,0,0,0
UA,12/9/2021,2295,N811UA,ORD,6:45,6:45,136,167,0,7:40,55,0,0,31,0,0
UA,12/9/2022,437,N823UA,DEN,15:51,15:42,251,243,-9,15:51,9,0,0,0,0,0
UA,12/9/2022,1230,N839UA,EWR,6:02,5:56,83,99,-6,6:42,46,0,0,0,0,0
UA,12/9/2022,2661,N822UA,ORD,6:30,6:26,140,156,-4,7:03,37,0,0,0,0,0
UA,12/10/2019,716,N831UA,ORD,7:05,7:07,151,132,2,7:17,10,0,0,0,0,0
UA,12/10/2021,2295,N824UA,ORD,6:45,6:39,136,133,-6,6:50,11,0,0,0,0,0
UA,12/10/2022,437,N830UA,DEN,15:51,15:49,251,256,-2,15:59,10,0,0,0,0,0
UA,12/10/2022,2661,N840UA,ORD,6:30,6:24,140,154,-6,7:03,39,0,0,0,0,0
UA,12/11/2019,716,N824UA,ORD,7:05,6:58,151,125,-7,7:08,10,0,0,0,0,0
UA,12/11/2021,2295,N824UA,ORD,6:45,6:41,136,144,-4,7:00,19,0,0,0,0,0
UA,12/11/2021,2374,N37413,EWR,6:00,6:15,77,66,15,6:35,20,0,0,0,0,0
UA,12/11/2022,437,N890UA,DEN,15:51,15:50,251,263,-1,16:48,58,0,0,0,0,0
UA,12/11/2022,1230,N850UA,EWR,6:02,5:55,85,132,-7,7:01,66,0,0,40,0,0
UA,12/11/2022,2661,N425UA,ORD,6:30,6:29,140,173,-1,7:40,71,0,0,32,0,0
UA,12/12/2019,716,N813UA,ORD,7:05,7:13,151,136,8,7:34,21,0,0,0,0,0
UA,12/12/2021,2295,N878UA,ORD,6:45,6:40,136,138,-5,7:15,35,0,0,0,0,0
UA,12/12/2022,437,N890UA,DEN,15:51,16:01,251,247,10,16:12,11,0,0,0,0,0
